#{"t_start": 1756308190.024125, "env_id": "ALE/Breakout-v5"}
r,l,t
2.0,202,238.949103
4.0,326,239.267632
3.0,251,239.513593
1.0,180,239.689039
2.0,206,239.892363
0.0,122,240.011912
2.0,230,240.233887
6.0,349,240.569233
4.0,268,240.827316
3.0,280,241.095094
1.0,158,241.245975
1.0,153,241.390782
0.0,122,241.513777
5.0,295,241.801217
3.0,251,242.040758
2.0,229,242.261283
3.0,231,242.486348
1.0,177,242.654679
1.0,166,242.819379
3.0,247,243.053605
2.0,204,243.250875
3.0,221,243.458095
5.0,352,243.785375
3.0,239,244.01872
1.0,156,244.173037
0.0,129,244.298316
1.0,156,244.453847
0.0,143,244.592138
1.0,175,244.758453
2.0,199,244.950589
2.0,227,245.171971
1.0,168,245.336134
1.0,152,245.484806
0.0,130,245.615974
2.0,191,245.801386
1.0,174,245.96912
3.0,237,246.1995
1.0,167,246.363132
1.0,167,246.527557
1.0,178,246.702288
2.0,226,246.919944
2.0,189,247.105683
3.0,283,247.379586
1.0,179,247.558048
2.0,227,247.777127
4.0,285,248.0551
5.0,355,248.396329
2.0,241,248.631817
1.0,197,248.821356
6.0,378,249.185894
2.0,182,249.36291
3.0,227,249.582973
2.0,227,249.803144
3.0,267,250.069164
3.0,232,250.298023
4.0,303,250.593254
2.0,226,250.818813
4.0,305,251.115198
0.0,139,251.252429
3.0,253,251.503141
0.0,131,251.631653
2.0,187,251.818742
2.0,192,252.005062
1.0,185,252.178383
1.0,185,252.354152
5.0,322,252.657671
0.0,135,252.788896
0.0,131,252.916362
7.0,383,253.276108
1.0,190,253.452466
0.0,127,253.577189
1.0,168,253.739419
2.0,193,253.930901
7.0,420,254.339468
3.0,248,254.584385
6.0,367,254.94083
0.0,130,255.073078
4.0,251,255.311531
2.0,204,255.513837
2.0,186,255.694301
3.0,241,255.927226
5.0,351,256.269525
5.0,309,256.569153
3.0,260,256.826138
1.0,167,256.98988
5.0,344,257.320976
3.0,247,257.564291
4.0,311,257.863401
4.0,324,258.177107
2.0,205,258.380988
2.0,208,258.585351
2.0,230,258.806228
1.0,172,258.98148
3.0,226,259.202075
6.0,333,259.525654
0.0,126,259.646339
1.0,165,259.808336
2.0,209,260.012727
1.0,165,260.17245
4.0,304,260.466572
1.0,160,260.622872
4.0,273,260.882617
4.0,265,261.146543
1.0,152,261.295631
9.0,441,261.723902
1.0,161,261.880892
6.0,379,262.251897
4.0,265,262.514463
3.0,230,262.737679
3.0,239,262.968118
1.0,158,263.126061
1.0,181,263.298741
3.0,233,263.526154
3.0,270,263.793519
2.0,198,263.986505
4.0,286,264.264749
2.0,212,264.465139
3.0,262,264.706679
4.0,303,264.991075
1.0,173,265.151143
3.0,220,265.354665
1.0,155,265.50139
2.0,210,265.704032
0.0,128,265.826871
5.0,345,266.15481
10.0,456,266.592616
1.0,176,266.764398
1.0,178,266.935348
2.0,206,267.134269
2.0,202,267.329126
2.0,228,267.571721
5.0,318,267.880098
4.0,281,268.154216
1.0,153,268.304034
4.0,288,268.587069
3.0,285,268.86696
4.0,301,269.157182
3.0,278,269.424444
0.0,124,269.546096
0.0,130,269.67297
1.0,170,269.847555
1.0,182,270.027987
5.0,362,270.382703
3.0,232,270.603355
4.0,309,270.894988
3.0,229,271.114162
0.0,135,271.249168
0.0,139,271.386995
1.0,167,271.548576
4.0,285,271.821961
4.0,278,272.087924
3.0,270,272.350736
1.0,173,272.523781
2.0,205,272.722371
3.0,237,272.945933
2.0,198,273.141752
3.0,237,273.367878
4.0,302,273.65726
3.0,271,273.920148
4.0,266,274.180805
1.0,163,274.340491
3.0,228,274.561896
5.0,332,274.87912
4.0,302,275.169891
4.0,282,275.442979
2.0,202,275.644601
2.0,211,275.849846
5.0,294,276.139338
2.0,181,276.315568
1.0,156,276.469905
4.0,321,276.789809
2.0,220,277.004175
3.0,273,277.271883
3.0,257,277.52244
0.0,132,277.655066
3.0,254,277.900857
2.0,220,278.114884
5.0,332,278.437848
3.0,243,278.67486
3.0,270,278.937629
5.0,332,279.257861
5.0,353,279.601162
5.0,345,279.934174
3.0,280,280.20769
3.0,258,280.461447
3.0,276,280.729164
0.0,132,280.863426
2.0,184,281.043602
1.0,155,281.195521
4.0,283,281.470461
3.0,226,281.695938
3.0,243,281.935349
3.0,269,282.198335
2.0,226,282.418681
1.0,158,282.578645
1.0,179,282.751374
5.0,346,283.084716
2.0,190,283.273553
3.0,236,283.504232
0.0,125,283.627073
2.0,203,283.829266
3.0,231,284.052195
4.0,291,284.336445
1.0,178,284.514886
4.0,316,284.821383
1.0,165,284.983225
0.0,125,285.111198
2.0,207,285.317441
4.0,321,285.630009
3.0,253,285.874028
2.0,223,286.099475
4.0,312,286.405488
3.0,249,286.649931
1.0,157,286.807944
2.0,191,286.990891
3.0,252,287.240935
0.0,144,287.380918
3.0,273,287.653411
4.0,281,287.923961
5.0,354,288.2663
4.0,269,288.533301
1.0,163,288.692733
0.0,129,288.818688
3.0,255,289.069849
1.0,173,289.245262
1.0,167,289.406387
5.0,351,289.750886
0.0,126,289.879572
1.0,178,290.056308
2.0,203,290.258146
2.0,228,290.484277
2.0,217,290.692965
2.0,219,290.910102
4.0,282,291.188223
0.0,144,291.33059
2.0,216,291.542649
0.0,130,291.670179
0.0,126,291.795261
0.0,134,291.932345
2.0,197,292.126168
3.0,227,292.35022
3.0,236,292.584043
1.0,178,292.757893
3.0,267,293.015661
1.0,153,293.162873
2.0,203,293.360543
0.0,134,293.489694
2.0,214,293.693755
4.0,290,293.967699
5.0,377,294.331412
2.0,205,294.532991
5.0,338,294.858747
0.0,135,294.989233
3.0,234,295.217755
0.0,127,295.344686
5.0,329,295.667832
1.0,153,295.817571
2.0,201,296.011159
4.0,282,296.294176
1.0,160,296.450529
4.0,297,296.741636
2.0,210,296.94932
4.0,282,297.217756
3.0,276,297.489921
0.0,127,297.618431
1.0,190,297.802985
4.0,316,298.106778
0.0,136,298.240647
2.0,224,298.458747
3.0,255,298.707379
2.0,207,298.906753
4.0,291,299.210817
1.0,199,299.403318
5.0,317,299.71712
3.0,213,299.926361
4.0,311,300.221434
5.0,327,300.538651
1.0,171,300.704364
4.0,262,300.959239
6.0,349,301.296346
0.0,137,301.432616
6.0,364,301.782681
3.0,278,302.056217
1.0,189,302.2399
1.0,157,302.396158
2.0,198,302.593248
3.0,232,302.822989
5.0,329,303.151068
1.0,179,303.32712
3.0,259,303.576127
0.0,134,303.712788
4.0,273,303.976381
2.0,182,304.158407
3.0,257,304.41022
5.0,357,304.757743
3.0,238,304.993848
1.0,176,305.169875
6.0,405,305.562856
1.0,165,305.734211
1.0,176,305.90927
3.0,260,306.163833
1.0,174,306.337415
0.0,123,306.45994
4.0,279,306.728189
1.0,171,306.892298
3.0,237,307.124762
0.0,134,307.263027
4.0,283,307.538908
3.0,226,307.764734
4.0,299,308.056011
3.0,234,308.288605
3.0,265,308.549484
2.0,208,308.758147
2.0,208,308.961355
2.0,216,309.173597
2.0,183,309.354544
7.0,406,309.749676
4.0,273,310.017203
1.0,174,310.192907
0.0,131,310.321068
3.0,260,310.574273
4.0,278,310.846164
2.0,208,311.050803
4.0,279,311.324839
4.0,271,311.590807
3.0,220,311.808097
4.0,303,312.099093
2.0,223,312.315462
8.0,336,312.647849
5.0,348,312.990196
2.0,200,313.189642
0.0,137,313.324332
3.0,285,313.593331
4.0,326,313.911745
2.0,207,314.113997
2.0,206,314.318644
1.0,184,314.500774
3.0,252,314.750283
1.0,174,314.922097
0.0,126,315.047944
3.0,235,315.282203
2.0,226,315.506238
1.0,173,315.682161
3.0,233,315.912344
5.0,346,316.244724
1.0,170,316.411839
5.0,323,316.728673
5.0,355,317.07302
3.0,270,317.34513
1.0,181,317.523683
1.0,193,317.717147
2.0,214,317.932133
3.0,239,318.168781
1.0,168,318.335862
3.0,244,318.583588
0.0,139,318.722381
4.0,282,318.998761
1.0,176,319.175351
2.0,210,319.383233
4.0,279,319.656883
6.0,375,320.02756
1.0,176,320.204515
2.0,214,320.412914
4.0,300,320.705728
2.0,208,320.915734
2.0,199,321.110396
3.0,259,321.366113
6.0,402,321.758621
0.0,125,321.87874
3.0,258,322.131331
4.0,305,322.432855
5.0,342,322.768417
2.0,230,322.989311
1.0,175,323.160103
3.0,232,323.38942
5.0,332,323.718187
2.0,207,323.924681
1.0,157,324.079442
3.0,229,324.307714
3.0,236,324.538755
3.0,256,324.785796
2.0,186,324.977128
4.0,273,325.244458
2.0,224,325.465659
2.0,207,325.668721
1.0,151,325.817465
2.0,190,326.009845
3.0,235,326.240753
4.0,243,326.476883
3.0,210,326.682201
2.0,208,326.888856
1.0,174,327.060615
8.0,479,327.522983
1.0,156,327.681552
5.0,322,328.001061
1.0,176,328.178433
1.0,181,328.357045
5.0,344,328.694362
7.0,410,329.093451
4.0,321,329.411282
3.0,249,329.655902
4.0,264,329.911157
2.0,238,330.145801
1.0,178,330.32549
4.0,315,330.637441
1.0,182,330.815627
0.0,122,330.940493
1.0,170,331.109565
1.0,193,331.300563
4.0,277,331.579335
2.0,204,331.786147
2.0,222,332.009007
0.0,132,332.142151
2.0,203,332.34617
2.0,226,332.569866
1.0,175,332.767915
4.0,289,333.055844
1.0,162,333.219985
3.0,267,333.488228
6.0,382,333.861555
1.0,156,334.01851
2.0,203,334.222453
2.0,209,334.432243
1.0,160,334.591338
3.0,248,334.837313
2.0,205,335.042351
5.0,356,335.390881
2.0,223,335.613626
0.0,135,335.749317
2.0,224,335.971217
1.0,176,336.144461
2.0,200,336.339849
3.0,254,336.592512
2.0,206,336.801833
4.0,322,337.119892
4.0,322,337.437227
3.0,234,337.668096
5.0,343,338.005038
0.0,128,338.134722
3.0,233,338.36863
2.0,204,338.567432
2.0,209,338.775049
0.0,122,338.894154
0.0,124,339.017263
2.0,199,339.213723
5.0,327,339.532037
0.0,125,339.653361
3.0,234,339.879248
2.0,226,340.102784
3.0,245,340.345164
4.0,273,340.612649
6.0,378,340.987398
4.0,300,341.28838
4.0,283,341.573598
1.0,157,341.732586
1.0,171,341.903654
2.0,198,342.100156
5.0,310,342.404145
6.0,406,342.802483
1.0,166,342.969413
3.0,226,343.190486
2.0,237,343.418621
3.0,252,343.666464
3.0,218,343.88131
3.0,230,344.108609
2.0,222,344.325882
1.0,156,344.482738
1.0,159,344.641214
4.0,287,344.922561
5.0,351,345.269355
1.0,168,345.436862
3.0,218,345.66189
3.0,278,345.935722
3.0,260,346.195893
3.0,245,346.437874
2.0,204,346.640135
2.0,179,346.821934
3.0,228,347.048251
3.0,238,347.283562
3.0,238,347.51743
2.0,200,347.717176
2.0,220,347.930071
1.0,160,348.093893
3.0,234,348.326415
5.0,350,348.668171
2.0,220,348.883048
4.0,263,349.140302
2.0,222,349.362452
4.0,279,349.637316
0.0,129,349.768658
1.0,183,349.957861
2.0,229,350.187322
1.0,158,350.339358
0.0,132,350.468376
3.0,251,350.71464
2.0,210,350.921961
1.0,174,351.095086
10.0,437,351.526037
5.0,359,351.879674
3.0,235,352.108527
0.0,125,352.234327
7.0,378,352.603741
4.0,290,352.893711
3.0,257,353.156668
4.0,260,353.416969
7.0,473,353.864699
4.0,298,354.154995
3.0,233,354.378474
3.0,260,354.6292
2.0,181,354.801291
3.0,255,355.051103
2.0,193,355.239462
6.0,363,355.590234
2.0,203,355.790372
3.0,248,356.035714
2.0,189,356.225034
3.0,277,356.499456
5.0,353,356.850326
1.0,173,357.02389
3.0,250,357.268361
4.0,283,357.556145
1.0,159,357.716348
1.0,156,357.875062
1.0,172,358.04922
3.0,234,358.280384
3.0,277,358.551101
3.0,258,358.808852
2.0,229,359.039553
0.0,122,359.162582
2.0,231,359.390257
0.0,136,359.529013
4.0,301,359.827793
5.0,319,360.146006
0.0,134,360.283292
4.0,332,360.613461
3.0,235,360.848596
5.0,324,361.169317
5.0,307,361.473639
2.0,204,361.674428
2.0,213,361.886875
7.0,392,362.278319
7.0,417,362.691863
3.0,260,362.949632
1.0,175,363.123948
1.0,176,363.298373
1.0,156,363.455333
3.0,227,363.681113
3.0,251,363.929379
3.0,255,364.189841
10.0,528,364.711148
1.0,170,364.883128
5.0,310,365.192741
5.0,329,365.516703
2.0,200,365.717597
5.0,351,366.067867
2.0,197,366.263729
6.0,403,366.661572
2.0,205,366.861362
2.0,201,367.063443
2.0,225,367.288446
4.0,278,367.571127
1.0,173,367.738415
5.0,315,368.049469
0.0,127,368.174752
4.0,271,368.447454
4.0,279,368.71827
4.0,298,369.015039
2.0,223,369.23148
1.0,177,369.411196
2.0,206,369.612991
1.0,151,369.76361
7.0,414,370.168157
1.0,155,370.320282
1.0,155,370.473379
3.0,270,370.744174
1.0,176,370.922871
4.0,284,371.20431
1.0,171,371.372293
6.0,383,371.744985
0.0,132,371.874292
2.0,186,372.066788
1.0,177,372.242475
4.0,304,372.535362
0.0,131,372.668587
2.0,200,372.871924
5.0,311,373.178563
5.0,318,373.492305
4.0,283,373.769243
1.0,158,373.926928
1.0,187,374.11423
0.0,129,374.241275
2.0,207,374.446608
3.0,254,374.693756
2.0,208,374.900359
2.0,206,375.109288
3.0,272,375.378504
3.0,233,375.6056
2.0,209,375.817509
0.0,126,375.944399
2.0,180,376.12161
2.0,199,376.321705
2.0,218,376.535497
0.0,141,376.677454
2.0,225,376.903571
2.0,222,377.124278
4.0,287,377.40937
4.0,271,377.678788
3.0,267,377.939788
3.0,235,378.173393
0.0,142,378.315208
3.0,244,378.557508
5.0,340,378.893785
3.0,233,379.124473
2.0,202,379.32589
0.0,129,379.456439
1.0,174,379.629543
3.0,255,379.883354
3.0,247,380.130796
3.0,245,380.375374
9.0,424,380.804111
3.0,259,381.063135
4.0,296,381.362066
4.0,278,381.643482
5.0,338,381.979495
1.0,159,382.137337
2.0,214,382.347585
3.0,291,382.633233
2.0,200,382.834116
1.0,169,383.004864
4.0,303,383.301738
2.0,204,383.501678
4.0,277,383.779635
1.0,172,383.952971
2.0,224,384.175985
4.0,286,384.458519
3.0,258,384.71125
6.0,374,385.07896
1.0,165,385.243011
1.0,153,385.399455
1.0,160,385.557421
5.0,286,385.845823
2.0,230,386.071514
5.0,345,386.401769
1.0,163,386.565272
3.0,233,386.796568
2.0,203,386.996948
0.0,135,387.136348
2.0,201,387.338799
7.0,438,387.769218
2.0,184,387.949003
1.0,159,388.112944
1.0,153,388.266914
5.0,299,388.56268
5.0,358,388.912622
0.0,131,389.038036
2.0,218,389.262752
0.0,131,389.396186
1.0,189,389.587167
0.0,123,389.715601
3.0,228,389.934012
1.0,170,390.102362
2.0,227,390.323992
3.0,247,390.573813
3.0,262,390.826681
4.0,281,391.10668
4.0,269,391.373355
4.0,316,391.701037
4.0,299,391.997297
2.0,199,392.201173
5.0,376,392.571048
2.0,207,392.780888
2.0,231,393.012506
10.0,584,393.587541
1.0,169,393.759513
0.0,125,393.884589
9.0,455,394.336686
1.0,157,394.495715
2.0,207,394.704978
0.0,141,394.849932
0.0,124,394.975506
6.0,370,395.346791
6.0,363,395.708749
5.0,300,396.009636
1.0,179,396.188661
3.0,231,396.419843
3.0,234,396.654885
3.0,271,396.926634
5.0,353,397.276567
2.0,202,397.47979
2.0,201,397.677901
6.0,383,398.060238
3.0,279,398.33576
1.0,173,398.503381
5.0,311,398.808077
6.0,347,399.144716
2.0,195,399.335621
5.0,349,399.67665
9.0,434,400.098268
3.0,229,400.32249
0.0,131,400.451299
4.0,261,400.704403
2.0,207,400.905688
3.0,250,401.173917
2.0,220,401.395289
7.0,417,401.810995
3.0,282,402.0895
4.0,245,402.341258
3.0,276,402.616011
4.0,294,402.910307
5.0,357,403.258293
0.0,131,403.392286
1.0,204,403.593296
4.0,281,403.870597
2.0,215,404.084134
1.0,182,404.267195
2.0,237,404.501678
8.0,477,404.972194
1.0,176,405.147088
1.0,185,405.330382
1.0,180,405.512055
2.0,205,405.715354
5.0,314,406.025473
1.0,190,406.219514
4.0,292,406.509959
2.0,207,406.729821
3.0,239,406.971101
4.0,284,407.256723
6.0,364,407.621347
6.0,401,408.01758
4.0,293,408.306436
1.0,175,408.482701
2.0,231,408.715229
16.0,630,409.342739
2.0,213,409.556131
3.0,258,409.818333
3.0,232,410.055765
3.0,250,410.307004
4.0,278,410.582736
2.0,224,410.814458
6.0,438,411.252141
3.0,236,411.486632
3.0,231,411.716055
6.0,345,412.067738
1.0,153,412.225473
4.0,300,412.529169
5.0,374,412.901687
6.0,357,413.261787
6.0,359,413.621299
7.0,436,414.057791
1.0,184,414.241237
3.0,268,414.512152
3.0,250,414.763588
1.0,157,414.925493
2.0,222,415.143573
1.0,169,415.31343
12.0,490,415.794584
0.0,125,415.927885
3.0,249,416.173182
3.0,227,416.403302
2.0,193,416.592645
3.0,237,416.829262
4.0,317,417.143686
6.0,353,417.493848
5.0,325,417.810371
1.0,171,417.982207
4.0,327,418.300506
3.0,243,418.554703
3.0,252,418.810076
3.0,237,419.052294
2.0,200,419.25452
4.0,296,419.558124
2.0,208,419.769641
5.0,354,420.126332
3.0,246,420.373959
1.0,182,420.556569
3.0,229,420.787128
3.0,219,421.008182
4.0,310,421.317056
0.0,127,421.446005
5.0,290,421.738624
5.0,348,422.084851
4.0,317,422.396454
0.0,129,422.529662
0.0,135,422.666097
2.0,208,422.875708
2.0,217,423.088381
2.0,211,423.304212
1.0,165,423.471206
9.0,465,423.938662
1.0,181,424.122724
5.0,306,424.422668
2.0,223,424.646754
4.0,286,424.929943
2.0,224,425.154726
3.0,255,425.406446
2.0,202,425.610208
5.0,347,425.949958
1.0,171,426.122125
1.0,155,426.281148
7.0,386,426.665793
3.0,236,426.908556
3.0,253,427.165612
0.0,131,427.301306
1.0,176,427.479345
6.0,389,427.86828
3.0,253,428.123261
5.0,337,428.462075
5.0,310,428.772206
5.0,331,429.109684
1.0,153,429.265337
1.0,153,429.421603
6.0,404,429.820961
4.0,296,430.117744
4.0,279,430.400054
6.0,358,430.766361
1.0,159,430.928451
3.0,271,431.20557
6.0,351,431.556738
0.0,138,431.697694
4.0,294,431.999856
6.0,343,432.345912
0.0,124,432.470483
0.0,124,432.596518
4.0,299,432.899985
6.0,374,433.272779
6.0,375,433.646489
6.0,400,434.042583
4.0,315,434.354066
1.0,163,434.52009
5.0,352,434.87166
2.0,199,435.071159
4.0,301,435.375697
1.0,154,435.531447
3.0,272,435.804898
0.0,149,435.955673
2.0,227,436.182752
3.0,252,436.442118
4.0,283,436.728258
1.0,164,436.899294
1.0,157,437.057347
5.0,315,437.376536
3.0,252,437.633678
4.0,292,437.92477
4.0,278,438.205329
4.0,312,438.519082
2.0,226,438.752311
1.0,163,438.926842
3.0,279,439.198525
4.0,281,439.47726
0.0,130,439.60606
6.0,394,439.989506
9.0,456,440.438637
2.0,201,440.641517
0.0,128,440.772479
2.0,226,441.000777
0.0,127,441.129142
4.0,271,441.393202
1.0,159,441.555459
6.0,370,441.922263
8.0,432,442.337095
4.0,278,442.612142
4.0,263,442.878239
7.0,308,443.184361
4.0,303,443.486254
4.0,272,443.758328
3.0,283,444.040204
3.0,233,444.267727
7.0,419,444.679449
2.0,186,444.863102
7.0,408,445.262381
5.0,328,445.589376
3.0,251,445.847716
3.0,255,446.09804
2.0,194,446.287762
2.0,215,446.500169
8.0,446,446.94029
3.0,227,447.164266
0.0,163,447.337975
5.0,315,447.656428
4.0,271,447.92687
4.0,290,448.219351
3.0,254,448.47251
4.0,336,448.814188
6.0,416,449.229413
0.0,133,449.36476
3.0,266,449.634104
0.0,130,449.768852
6.0,382,450.153463
4.0,289,450.448877
0.0,125,450.573757
3.0,252,450.826124
2.0,217,451.044597
1.0,174,451.218152
5.0,325,451.55154
2.0,205,451.759898
2.0,223,451.986686
5.0,291,452.280767
2.0,218,452.503314
6.0,385,452.894932
4.0,268,453.167438
0.0,126,453.299577
1.0,153,453.457698
3.0,229,453.691002
3.0,277,453.964965
3.0,228,454.195152
2.0,204,454.400561
0.0,127,454.527511
5.0,347,454.881801
1.0,157,455.04198
8.0,480,455.522801
8.0,436,455.953252
4.0,303,456.257496
2.0,198,456.464676
2.0,221,456.689146
7.0,408,457.10071
4.0,278,457.37644
2.0,198,457.579747
3.0,277,457.863116
2.0,222,458.090359
3.0,218,458.313258
2.0,219,458.531567
2.0,223,458.759609
2.0,206,458.96657
0.0,135,459.103895
3.0,236,459.349215
1.0,154,459.511842
9.0,484,460.00291
4.0,324,460.326014
3.0,240,460.569305
1.0,155,460.72415
10.0,418,461.149207
5.0,343,461.49156
3.0,230,461.725773
3.0,250,461.976614
3.0,233,462.21365
7.0,380,462.601878
2.0,193,462.795607
1.0,173,462.973044
2.0,221,463.20064
7.0,395,463.601767
3.0,270,463.875631
8.0,443,464.321115
2.0,204,464.531698
2.0,227,464.760096
5.0,327,465.08166
6.0,330,465.41154
8.0,463,465.87639
4.0,289,466.162554
5.0,330,466.489183
3.0,260,466.749279
2.0,206,466.949907
3.0,224,467.175284
2.0,212,467.388097
2.0,202,467.590298
3.0,259,467.846057
2.0,218,468.067807
4.0,278,468.345612
0.0,125,468.472224
5.0,309,468.784773
4.0,301,469.09098
3.0,241,469.332102
10.0,550,469.879078
4.0,299,470.170053
2.0,222,470.393482
1.0,181,470.580168
5.0,313,470.893736
3.0,258,471.153934
3.0,261,471.414703
5.0,349,471.761621
0.0,131,471.894046
2.0,208,472.110715
6.0,388,472.506403
1.0,154,472.663287
4.0,323,472.991329
2.0,189,473.187802
3.0,241,473.432981
1.0,157,473.594896
2.0,203,473.799182
7.0,385,474.18969
2.0,231,474.425003
0.0,125,474.557159
3.0,239,474.798231
4.0,319,475.125548
10.0,452,475.585393
6.0,390,475.980913
4.0,316,476.300223
4.0,326,476.628086
4.0,279,476.916139
0.0,130,477.051879
1.0,154,477.210382
2.0,199,477.419257
2.0,225,477.646522
2.0,184,477.831983
1.0,176,478.00738
3.0,222,478.224844
4.0,288,478.505651
1.0,177,478.688588
0.0,135,478.822946
5.0,342,479.159293
2.0,229,479.381609
3.0,259,479.64095
3.0,227,479.871332
8.0,504,480.372893
0.0,141,480.516982
2.0,232,480.750556
2.0,227,480.985878
5.0,351,481.337012
4.0,321,481.666252
2.0,209,481.879067
3.0,252,482.135099
3.0,259,482.398384
1.0,175,482.573
5.0,301,482.878756
3.0,215,483.091122
4.0,293,483.390223
3.0,241,483.624118
2.0,204,483.829596
3.0,251,484.077612
7.0,435,484.505317
3.0,253,484.757513
3.0,269,485.023437
1.0,177,485.197437
4.0,332,485.527767
7.0,410,485.940885
1.0,173,486.113464
4.0,302,486.414302
7.0,258,486.679122
4.0,287,486.975313
3.0,250,487.2325
3.0,235,487.474919
2.0,209,487.687913
5.0,335,488.025831
2.0,204,488.228771
11.0,534,488.765909
11.0,428,489.200176
4.0,283,489.482815
0.0,126,489.615627
7.0,331,489.948195
4.0,301,490.252707
2.0,221,490.472248
6.0,313,490.787378
2.0,225,491.021105
4.0,260,491.290921
3.0,236,491.532484
1.0,174,491.715025
6.0,336,492.055502
0.0,127,492.183568
2.0,205,492.393893
1.0,172,492.570035
1.0,180,492.754028
7.0,413,493.169555
6.0,368,493.53906
