#{"t_start": 1756308190.024125, "env_id": "ALE/Breakout-v5"}
r,l,t
42.0,993,18423.863168
24.0,936,18425.062743
25.0,712,18425.962848
49.0,1177,18427.424279
32.0,2285,18430.287244
25.0,819,18431.314565
58.0,1280,18432.917425
43.0,1083,18434.276506
48.0,3345,18438.474651
52.0,1092,18439.853196
56.0,1583,18441.862541
56.0,1350,18443.560512
22.0,876,18444.666576
16.0,654,18445.5155
67.0,1877,18447.87745
32.0,1019,18449.163149
40.0,1058,18450.50366
45.0,1292,18452.13
25.0,1473,18453.977076
41.0,1118,18455.408801
40.0,1103,18456.80159
39.0,1197,18458.306236
36.0,1037,18459.611453
71.0,1350,18461.31905
31.0,841,18462.376754
30.0,871,18463.476161
43.0,1202,18464.975882
18.0,692,18465.868305
36.0,1099,18467.249541
37.0,982,18468.478103
41.0,1557,18470.418759
40.0,904,18471.557333
24.0,913,18472.70166
38.0,888,18473.810046
40.0,1188,18475.294506
22.0,787,18476.298301
23.0,802,18477.303246
60.0,1323,18478.955977
36.0,936,18480.129076
59.0,1566,18482.089332
42.0,1041,18483.399925
25.0,950,18484.588867
38.0,1162,18486.068645
43.0,1136,18487.4775
34.0,972,18488.698225
37.0,902,18489.832975
27.0,827,18490.874381
51.0,1088,18492.237951
53.0,1377,18493.967434
19.0,735,18494.897757
40.0,1028,18496.206911
71.0,1423,18497.997755
34.0,1225,18499.53846
29.0,711,18500.434388
31.0,884,18501.553984
32.0,962,18502.765805
39.0,1231,18504.318676
21.0,916,18505.476633
29.0,974,18506.706162
25.0,900,18507.82444
35.0,875,18508.923577
26.0,636,18509.720371
29.0,767,18510.679363
24.0,827,18511.712161
36.0,1063,18513.041598
38.0,909,18514.178792
17.0,786,18515.155243
47.0,1542,18517.106759
38.0,1149,18518.556442
31.0,871,18519.645515
41.0,954,18520.845159
43.0,1106,18522.229333
26.0,777,18523.200808
40.0,975,18524.425233
26.0,909,18525.563381
35.0,864,18526.656948
31.0,931,18527.817008
38.0,1096,18529.186923
38.0,932,18530.352161
72.0,1483,18532.210371
80.0,1677,18534.309507
45.0,1229,18535.839654
21.0,748,18536.795538
53.0,1261,18538.367173
87.0,1460,18540.193459
18.0,676,18541.04836
31.0,705,18541.949371
34.0,1001,18543.211924
48.0,1249,18544.774681
50.0,1084,18546.126894
24.0,788,18547.126077
20.0,786,18548.100726
34.0,1082,18549.449123
44.0,1238,18551.002491
60.0,1365,18552.712033
74.0,1450,18554.515554
51.0,1240,18556.062103
47.0,1215,18557.601733
53.0,1448,18559.42107
18.0,808,18560.433382
46.0,1072,18561.7698
26.0,747,18562.71036
34.0,852,18563.772797
34.0,1157,18565.213081
33.0,934,18566.380667
39.0,987,18567.62132
48.0,1119,18569.011556
85.0,1527,18570.914937
23.0,989,18572.147177
62.0,1271,18573.737622
57.0,1220,18575.256054
38.0,625,18576.03666
25.0,868,18577.121346
41.0,1144,18578.560174
57.0,1245,18580.126678
42.0,937,18581.309519
36.0,897,18582.439234
39.0,1042,18583.748167
41.0,1313,18585.387095
55.0,1524,18587.283943
28.0,938,18588.465854
33.0,835,18589.500727
29.0,880,18590.600239
34.0,1222,18592.125785
69.0,1478,18593.987686
37.0,1063,18595.316285
38.0,1035,18596.611213
42.0,1229,18598.159776
51.0,1241,18599.694585
34.0,929,18600.845491
39.0,722,18601.739538
23.0,752,18602.670783
49.0,1176,18604.134161
19.0,654,18604.948089
17.0,655,18605.762346
30.0,795,18606.750902
24.0,981,18607.992843
90.0,1630,18610.01882
31.0,799,18611.019724
56.0,1303,18612.645259
28.0,1037,18613.952038
33.0,986,18615.184346
30.0,868,18616.256393
57.0,1288,18617.851093
48.0,1088,18619.237171
30.0,825,18620.275145
40.0,1017,18621.555131
44.0,1196,18623.065288
43.0,1323,18624.734486
29.0,644,18625.544858
36.0,1024,18626.833865
49.0,1201,18628.359726
23.0,872,18629.446811
21.0,514,18630.088864
23.0,667,18630.927708
61.0,1437,18632.705976
41.0,1073,18634.051789
42.0,1151,18635.495649
21.0,842,18636.554402
40.0,1338,18638.222636
55.0,1159,18639.693501
31.0,957,18640.900667
34.0,964,18642.109962
38.0,1158,18643.564554
32.0,900,18644.704913
44.0,1113,18646.105983
37.0,1005,18647.362637
31.0,991,18648.609019
12.0,718,18649.525475
32.0,873,18650.61487
25.0,758,18651.565807
28.0,943,18652.754727
46.0,1177,18654.252989
37.0,1268,18655.846942
43.0,1007,18657.118242
43.0,1229,18658.666773
17.0,738,18659.627928
26.0,583,18660.365239
27.0,935,18661.541144
22.0,651,18662.358578
34.0,975,18663.584931
21.0,706,18664.498937
45.0,902,18665.635111
50.0,1145,18667.070639
26.0,805,18668.086034
46.0,1185,18669.586934
32.0,861,18670.663989
41.0,1122,18672.066696
29.0,795,18673.065205
50.0,1227,18674.608736
43.0,1117,18676.010871
24.0,537,18676.690156
74.0,1503,18678.574776
39.0,1135,18680.0071
31.0,983,18681.231879
26.0,814,18682.256318
46.0,988,18683.493562
51.0,1192,18684.991846
43.0,763,18685.95688
47.0,1243,18687.511381
77.0,1524,18689.434759
45.0,1228,18690.970859
44.0,1257,18692.544115
28.0,959,18693.746989
45.0,1013,18695.019891
31.0,784,18696.005296
37.0,1072,18697.351124
52.0,1311,18698.99544
54.0,1196,18700.510675
34.0,951,18701.709009
44.0,1231,18703.250093
48.0,1013,18704.516746
47.0,1149,18705.953757
43.0,1103,18707.33758
30.0,1002,18708.599796
60.0,1302,18710.258618
39.0,1112,18711.652703
39.0,1040,18712.95176
27.0,793,18713.944922
30.0,977,18715.171671
24.0,785,18716.163711
60.0,1450,18717.980395
34.0,1032,18719.276134
20.0,815,18720.324702
18.0,637,18721.131071
23.0,799,18722.125965
57.0,1360,18723.814284
67.0,1632,18725.857467
31.0,996,18727.11248
27.0,871,18728.204483
38.0,1446,18730.017242
44.0,1010,18731.316583
29.0,830,18732.365881
38.0,812,18733.390898
37.0,1002,18734.645649
32.0,1543,18736.588317
25.0,816,18737.613902
24.0,1038,18738.90935
38.0,987,18740.1434
47.0,1293,18741.776366
37.0,1062,18743.092926
36.0,1002,18744.334368
33.0,1010,18745.59361
50.0,1298,18747.200831
15.0,646,18748.00771
36.0,1038,18749.295915
48.0,1255,18750.88133
48.0,1245,18752.429775
32.0,1209,18753.941323
50.0,1276,18755.530433
30.0,956,18756.729481
37.0,1323,18758.379059
31.0,752,18759.322797
24.0,850,18760.386096
25.0,903,18761.533179
28.0,791,18762.525577
57.0,1265,18764.110095
31.0,955,18765.310919
55.0,1231,18766.870276
34.0,961,18768.081673
12.0,544,18768.766465
49.0,1114,18770.163504
43.0,1189,18771.667566
57.0,1244,18773.21889
33.0,635,18774.012599
29.0,847,18775.067501
43.0,840,18776.134778
70.0,1461,18777.958319
47.0,914,18779.103351
42.0,1075,18780.45659
30.0,1174,18781.935824
22.0,916,18783.075256
43.0,1427,18784.85452
45.0,1182,18786.336315
28.0,755,18787.287874
36.0,963,18788.491527
28.0,922,18789.644299
32.0,793,18790.638064
28.0,942,18791.823734
29.0,933,18792.993683
36.0,734,18793.914686
73.0,1666,18795.994861
31.0,898,18797.125113
44.0,1164,18798.576697
22.0,915,18799.725401
23.0,813,18800.729565
16.0,619,18801.527983
61.0,1297,18803.153891
29.0,954,18804.351226
20.0,588,18805.092548
50.0,1295,18806.720303
27.0,934,18807.897873
54.0,1292,18809.516431
27.0,2365,18812.479114
54.0,1249,18814.056356
36.0,1119,18815.457146
19.0,770,18816.43365
10.0,541,18817.122601
39.0,1210,18818.631121
67.0,1308,18820.256237
29.0,761,18821.208297
52.0,1121,18822.647479
36.0,1109,18824.044809
36.0,977,18825.276571
39.0,1151,18826.725542
31.0,978,18827.965007
28.0,1491,18829.831207
30.0,804,18830.836241
37.0,1062,18832.189578
37.0,1089,18833.554521
59.0,1403,18835.309263
53.0,1310,18836.948769
34.0,1043,18838.26045
35.0,1250,18839.830914
27.0,915,18840.976604
43.0,1153,18842.438596
55.0,1036,18843.748014
37.0,1047,18845.062848
9.0,506,18845.701061
30.0,756,18846.650756
36.0,995,18847.909077
30.0,869,18848.999927
50.0,1295,18850.625296
28.0,739,18851.556252
62.0,1345,18853.25569
63.0,1444,18855.055845
15.0,638,18855.855182
25.0,825,18856.888978
32.0,828,18857.931364
23.0,859,18859.001974
54.0,1740,18861.170155
37.0,998,18862.421622
28.0,776,18863.421955
17.0,589,18864.165794
44.0,1260,18865.75045
42.0,1830,18868.054517
29.0,1063,18869.386465
28.0,938,18870.560709
52.0,1381,18872.287622
38.0,1110,18873.688522
14.0,586,18874.422249
39.0,909,18875.557234
46.0,1230,18877.100885
27.0,843,18878.159256
44.0,1187,18879.626693
32.0,885,18880.724509
33.0,942,18881.906707
41.0,636,18882.716613
39.0,1074,18884.092868
35.0,1329,18885.742808
42.0,1023,18887.012296
29.0,931,18888.191379
33.0,789,18889.194202
25.0,837,18890.244966
49.0,1150,18891.673907
34.0,1529,18893.599983
36.0,1009,18894.867061
49.0,1167,18896.333416
43.0,1170,18897.799849
32.0,907,18898.943517
26.0,855,18900.018645
24.0,756,18900.970972
42.0,999,18902.231712
28.0,935,18903.423316
20.0,620,18904.194489
32.0,960,18905.403396
45.0,1183,18906.878793
18.0,775,18907.844598
40.0,1056,18909.179393
25.0,808,18910.197029
56.0,1321,18911.858506
37.0,1207,18913.382983
24.0,799,18914.414332
29.0,942,18915.598506
43.0,1186,18917.091208
20.0,784,18918.076215
40.0,1286,18919.699191
40.0,953,18920.893576
13.0,572,18921.612048
46.0,850,18922.676493
23.0,716,18923.573999
44.0,958,18924.780447
26.0,640,18925.581073
19.0,585,18926.313117
29.0,814,18927.337086
47.0,987,18928.574545
13.0,602,18929.330555
36.0,953,18930.515204
38.0,909,18931.651809
37.0,929,18932.809126
33.0,1011,18934.083575
42.0,987,18935.318865
27.0,803,18936.324219
31.0,850,18937.387189
36.0,1775,18939.60148
34.0,1011,18940.865426
39.0,1168,18942.329681
37.0,1038,18943.630329
16.0,841,18944.684468
35.0,1059,18946.00009
30.0,750,18946.940614
34.0,914,18948.086518
34.0,1712,18950.22508
33.0,904,18951.354034
27.0,1066,18952.688071
26.0,928,18953.857858
56.0,1112,18955.259359
20.0,683,18956.111706
25.0,742,18957.043674
19.0,788,18958.033159
24.0,752,18958.974173
40.0,1029,18960.267627
25.0,760,18961.227767
18.0,531,18961.899029
55.0,1377,18963.633056
14.0,777,18964.611731
34.0,1032,18965.931539
46.0,1167,18967.379535
43.0,1236,18968.904636
26.0,751,18969.844062
35.0,899,18970.977656
35.0,1094,18972.344397
29.0,935,18973.51196
16.0,568,18974.225263
27.0,634,18975.025368
38.0,1043,18976.350631
41.0,1234,18977.897767
42.0,877,18978.995248
41.0,1315,18980.644229
27.0,1083,18981.999712
35.0,1025,18983.287698
22.0,877,18984.387601
36.0,925,18985.549059
23.0,655,18986.389301
25.0,983,18987.623613
33.0,1051,18988.949978
42.0,1297,18990.57857
39.0,1071,18991.93452
27.0,780,18992.91404
18.0,675,18993.768047
20.0,865,18994.857861
40.0,938,18996.052697
30.0,862,18997.133893
47.0,1237,18998.690033
34.0,918,18999.847445
25.0,1876,19002.220544
43.0,1077,19003.564702
31.0,882,19004.669924
26.0,857,19005.750556
28.0,699,19006.638728
39.0,1024,19007.921941
40.0,1019,19009.201171
28.0,977,19010.424734
28.0,793,19011.440369
29.0,989,19012.68014
37.0,1215,19014.208929
23.0,1276,19015.807538
26.0,968,19017.056289
22.0,726,19017.97065
37.0,1190,19019.453673
39.0,991,19020.686077
30.0,1124,19022.092801
36.0,1057,19023.410195
42.0,1131,19024.815363
32.0,932,19025.989635
21.0,748,19026.959085
39.0,1046,19028.283514
33.0,1221,19029.819565
42.0,1104,19031.217428
35.0,851,19032.286983
25.0,580,19033.020654
49.0,1215,19034.55444
29.0,914,19035.697407
18.0,684,19036.55737
61.0,1138,19038.000217
19.0,672,19038.849915
28.0,985,19040.093497
55.0,1100,19041.476939
35.0,1000,19042.736128
31.0,951,19043.932091
60.0,1368,19045.658373
26.0,785,19046.641657
36.0,1096,19048.026987
34.0,963,19049.235785
47.0,1157,19050.69333
67.0,1322,19052.352556
53.0,1203,19053.852876
30.0,807,19054.860483
46.0,1232,19056.40386
30.0,775,19057.398757
24.0,795,19058.393392
47.0,1272,19059.976647
38.0,776,19060.949253
41.0,861,19062.02687
22.0,756,19062.974803
23.0,974,19064.190928
50.0,1242,19065.739363
31.0,933,19066.890008
64.0,1431,19068.688433
36.0,1144,19070.111695
37.0,970,19071.316475
18.0,727,19072.232025
21.0,1034,19073.530081
63.0,1380,19075.252704
40.0,955,19076.447285
74.0,1526,19078.357695
43.0,1750,19080.533691
57.0,1139,19081.962718
51.0,1333,19083.643895
30.0,712,19084.535787
29.0,788,19085.523697
42.0,1053,19086.844395
38.0,921,19088.021442
46.0,1256,19089.589711
16.0,823,19090.617848
17.0,767,19091.587623
57.0,1135,19093.023123
46.0,1456,19094.843185
35.0,1202,19096.346347
62.0,1446,19098.178281
43.0,1393,19099.910659
55.0,1393,19101.655674
52.0,1445,19103.477906
51.0,1333,19105.143371
20.0,851,19106.213866
60.0,2143,19108.912558
21.0,817,19109.936307
29.0,916,19111.086577
57.0,1457,19112.914464
49.0,1460,19114.759426
31.0,965,19115.97142
33.0,795,19116.969043
174.0,1526,19118.877305
30.0,1029,19120.160657
51.0,2409,19123.147345
49.0,1193,19124.636061
31.0,829,19125.675113
56.0,1441,19127.472471
23.0,761,19128.427126
25.0,735,19129.347222
34.0,1140,19130.771911
59.0,1369,19132.485209
44.0,1383,19134.226754
31.0,867,19135.306392
55.0,1004,19136.562528
64.0,1489,19138.423746
20.0,566,19139.154516
45.0,1179,19140.637846
26.0,949,19141.835894
57.0,1393,19143.590644
50.0,1082,19144.950065
62.0,1232,19146.492313
65.0,1583,19148.455866
27.0,830,19149.518319
60.0,1441,19151.314597
17.0,747,19152.248344
39.0,967,19153.454032
27.0,685,19154.314485
25.0,598,19155.062912
34.0,999,19156.314579
15.0,804,19157.32463
32.0,919,19158.4744
58.0,1105,19159.866176
29.0,971,19161.084048
34.0,797,19162.080739
27.0,745,19163.008998
17.0,676,19163.846957
21.0,902,19164.978343
29.0,815,19166.003438
34.0,1204,19167.51381
35.0,1005,19168.767158
50.0,1219,19170.31514
44.0,1646,19172.380181
48.0,1133,19173.795612
43.0,1116,19175.193739
50.0,1285,19176.795438
31.0,838,19177.842055
64.0,1446,19179.66216
55.0,1254,19181.228456
30.0,954,19182.420871
25.0,913,19183.559099
26.0,934,19184.73107
29.0,792,19185.724287
46.0,1674,19187.807473
37.0,1467,19189.650029
43.0,1070,19190.988956
40.0,1074,19192.330121
26.0,842,19193.381099
42.0,1151,19194.833945
31.0,925,19195.998534
32.0,815,19197.026266
29.0,879,19198.126806
32.0,1041,19199.437776
44.0,1104,19200.826869
44.0,2514,19203.96387
34.0,878,19205.073568
48.0,1351,19206.764667
34.0,948,19207.950886
32.0,1076,19209.299073
63.0,1446,19211.119189
27.0,846,19212.177773
28.0,908,19213.307371
36.0,959,19214.503301
54.0,1180,19215.994756
66.0,1474,19217.838799
19.0,596,19218.585798
33.0,903,19219.711703
22.0,770,19220.685771
47.0,1184,19222.169536
23.0,824,19223.200907
30.0,980,19224.423706
34.0,960,19225.632475
33.0,1053,19226.957158
38.0,921,19228.115207
30.0,956,19229.31116
41.0,989,19230.577191
36.0,711,19231.466142
39.0,1058,19232.782319
44.0,1152,19234.216889
80.0,1336,19235.900358
43.0,1787,19238.142628
35.0,770,19239.110595
55.0,1121,19240.522398
85.0,1540,19242.443837
52.0,1093,19243.808153
48.0,1363,19245.508133
70.0,1378,19247.234091
30.0,1143,19248.662853
72.0,1434,19250.463331
56.0,1366,19252.192115
28.0,875,19253.291189
53.0,1237,19254.836286
46.0,1218,19256.372283
53.0,1324,19258.026093
36.0,1051,19259.342284
68.0,1495,19261.2365
25.0,805,19262.254555
48.0,1366,19263.95838
53.0,1283,19265.571645
38.0,1015,19266.860263
43.0,1222,19268.400923
42.0,920,19269.557973
42.0,1069,19270.905568
45.0,1135,19272.34069
29.0,770,19273.307632
22.0,829,19274.346279
41.0,1205,19275.860065
27.0,670,19276.70575
63.0,1860,19279.045525
37.0,991,19280.293639
64.0,1390,19282.071736
21.0,851,19283.124474
56.0,1364,19284.812726
36.0,1105,19286.182287
31.0,848,19287.236208
41.0,1132,19288.636764
37.0,1115,19290.023283
32.0,934,19291.180226
45.0,1805,19293.4411
18.0,736,19294.358871
257.0,1611,19296.352751
59.0,1393,19298.096542
26.0,1007,19299.36807
80.0,1367,19301.083108
57.0,1152,19302.552629
21.0,859,19303.636578
58.0,1440,19305.442558
50.0,1234,19307.011869
34.0,994,19308.266448
57.0,1489,19310.139353
42.0,1313,19311.795242
18.0,498,19312.416455
33.0,1173,19313.882676
42.0,907,19315.016686
56.0,1424,19316.80313
44.0,2353,19319.756025
47.0,1153,19321.202763
23.0,925,19322.380562
38.0,725,19323.295735
43.0,1063,19324.639082
23.0,777,19325.610528
29.0,1072,19326.955785
55.0,1441,19328.77419
39.0,1020,19330.059622
44.0,952,19331.260247
39.0,2475,19334.384847
25.0,768,19335.340146
45.0,1265,19336.897941
36.0,1009,19338.158611
59.0,1421,19339.926808
21.0,724,19340.831503
61.0,2784,19344.337487
22.0,1499,19346.20944
53.0,1147,19347.64888
53.0,1299,19349.272611
41.0,1138,19350.693915
41.0,1680,19352.803636
19.0,654,19353.618926
26.0,901,19354.754273
34.0,950,19355.95077
27.0,830,19356.995236
55.0,1570,19358.960441
30.0,924,19360.119049
30.0,1099,19361.495056
48.0,1189,19363.009205
43.0,1242,19364.566682
46.0,1174,19366.042478
20.0,639,19366.845462
52.0,1589,19368.845855
40.0,881,19369.954621
21.0,763,19370.916025
19.0,718,19371.824722
39.0,1043,19373.14936
37.0,1020,19374.421523
67.0,1544,19376.35711
16.0,895,19377.476699
26.0,835,19378.536701
44.0,1097,19379.918044
33.0,1640,19381.975849
40.0,1194,19383.49649
40.0,1048,19384.823286
42.0,1139,19386.253143
29.0,1014,19387.531323
43.0,832,19388.584483
45.0,1259,19390.173092
21.0,745,19391.11313
26.0,844,19392.172185
36.0,921,19393.339955
24.0,967,19394.549344
35.0,984,19395.789441
22.0,745,19396.735533
27.0,999,19397.992645
23.0,807,19399.018722
26.0,854,19400.094451
67.0,1381,19401.832263
38.0,1143,19403.258603
37.0,1151,19404.728587
10.0,506,19405.364817
31.0,872,19406.461723
33.0,955,19407.64829
28.0,853,19408.717657
61.0,1407,19410.475506
28.0,831,19411.51316
225.0,1139,19412.939733
50.0,1219,19414.485839
39.0,981,19415.717539
26.0,808,19416.729375
24.0,961,19417.931072
21.0,779,19418.916145
33.0,1220,19420.450661
35.0,748,19421.391846
52.0,1295,19423.010389
47.0,1064,19424.374209
39.0,1101,19425.760063
31.0,978,19426.990552
30.0,995,19428.237401
25.0,839,19429.292005
36.0,1053,19430.611465
22.0,770,19431.576544
54.0,1319,19433.232162
39.0,1138,19434.67909
31.0,865,19435.758028
21.0,745,19436.691604
33.0,1035,19437.992155
16.0,659,19438.821389
42.0,1121,19440.21634
49.0,1218,19441.733434
49.0,1130,19443.147576
53.0,1307,19444.814245
58.0,1280,19446.417087
35.0,1027,19447.696934
56.0,1446,19449.512761
37.0,1067,19450.853498
14.0,581,19451.584328
26.0,1004,19452.844363
18.0,618,19453.620255
15.0,722,19454.546709
32.0,1043,19455.846752
54.0,1366,19457.561037
27.0,933,19458.735444
59.0,1479,19460.60325
31.0,943,19461.791138
46.0,1182,19463.280897
25.0,810,19464.299107
219.0,1276,19465.925172
53.0,1307,19467.564065
55.0,2793,19471.061445
28.0,1077,19472.410663
25.0,856,19473.487226
34.0,1149,19474.945564
47.0,1418,19476.727286
22.0,704,19477.613488
44.0,1143,19479.040374
34.0,1055,19480.375005
28.0,944,19481.56565
20.0,725,19482.479679
57.0,1349,19484.173314
27.0,700,19485.072061
72.0,2341,19487.980031
30.0,762,19488.933331
56.0,1287,19490.545039
28.0,1018,19491.814488
64.0,1446,19493.621363
49.0,1223,19495.190425
40.0,1067,19496.533113
35.0,1028,19497.824613
52.0,1453,19499.648732
46.0,1048,19500.97176
24.0,905,19502.10764
